id,soc.t.ha,thickness.dm,x,y
P 122024,37.17383084,3.5,1746303.349,1762794.234
P 122036,55.87415487,12.5,1722826.251,1739194.551
P 122041,9.642309083,1.7,1768870.123,1733299.908
P 122052,40.72131774,11,1734359.887,1723263.785
P 122055,30.0599463,3.1,1711490.196,1695130.575
P 122059,38.49740759,6.5,1732815.444,1693387.32
P 122064,15.69051033,2.9,1742706.415,1712837.27
P 122068,8.611962568,2.2,1774669.404,1687276.631
P 122101,3.98539266,1,1713115.715,1694653.243
P 122102,22.19322838,2.8,1712953.549,1703026.631
P 122103,41.5286774,7.2,1724133.144,1681648.339
P 122104,110.0865845,12.5,1724919.567,1699368.032
P 122105,52.54833809,7.9,1713149.641,1710221.111
P 122106,24.27828148,3,1716904.856,1720998.913
P 122107,21.78317863,1.5,1729078.034,1791063.449
P 122108,9.220665085,1.4,1721394.5,1784324.784
P 122109,6.555184019,1,1722280.34,1778340.459
P 122110,16.21089425,2.2,1761154.547,1682749.498
P 122111,57.16835336,5.2,1754079.992,1692760.035
P 122112,17.70634069,1.1,1753708.644,1701505.742
P 122113,14.70267484,2.2,1747879.002,1722485.602
P 122114,10.99227547,1,1754191.117,1717105.767
P 122115,10.37625599,1.2,1759790.563,1706504.982
P 122116,47.63947247,11.4,1793091.518,1688862.449
P 122118,6.450880643,1.2,1774636.366,1687105.01
P 122119,28.5105754,3,1807596.125,1682503.226
P 122120,10.98947684,1,1812552.245,1689770.044
P 122121,27.9437208,2.3,1729014.774,1742564.618
P 122122,24.0713302,5.8,1823916.579,1698240.461
P 122123,65.61232796,5.7,1834873.6,1702276.427
P 122124,10.70312962,1.6,1776528.765,1734807.391
P 122125,33.35853878,1.8,1799629.305,1734963.653
P 122126,63.51313452,7.5,1801535.524,1721443.214
P 122127,57.00013905,2.3,1810279.534,1726651.994
P 122128,31.48295161,1.7,1823186.848,1718663.996
P 122129,51.58956421,1.9,1828125.918,1726846.925
P 122130,51.34755965,4.9,1825495.823,1732955.604
P 122131,20.00702749,3.7,1809222.009,1695457.936
P 122132,76.44996489,5.5,1844831.999,1702404.054
P 122133,5.102187216,0.8,1858121.805,1718300.791
P 122134,76.11886841,7.5,1866346.254,1717253.669
P 122135,34.14700986,4.7,1852557.668,1712473.707
P 122136,19.23719934,4.6,1737769.191,1763407.535
P 122137,4.078109232,1.4,1759391.143,1765429.288
P 122138,28.14980875,4.1,1767923.488,1772359.005
P 122139,68.37009252,5,1785465.376,1748756.807
P 122140,28.98345252,3.4,1783966.149,1761251.326
P 122343,29.31445387,5.1,1761567.263,1703741.819
P 122344,5.244790748,1.7,1734566.136,1761750.27
P 124001,7.361938888,3.1,1506326.712,1694412.206
P 124003,3.982693608,0.6,1327658.64,1707719.832
P 124007,28.92575484,2.9,1491450.921,1690032.397
P 124018,19.56723218,5.9,1503019.135,1671241.105
P 124020,14.67149458,3.6,1353213.925,1676916.867
P 124027,26.30489091,1.9,1404299.755,1665436.766
P 124030,2.601178902,2.1,1412623.823,1659103.001
P 124042,3.01003032,1,1438187.591,1634581.868
P 124045,17.69810766,2.2,1489510.798,1625525.786
P 124056,1.810139268,1.4,1480473.113,1603894.572
P 124101,1.923692303,0.7,1427329.494,1684857.478
P 124102,2.745947862,1,1425367.755,1690041.612
P 124103,3.553373533,2.5,1366124.318,1693426.275
P 124104,8.598805367,1.7,1367204.869,1688173.649
P 124105,5.347345104,3.8,1348711.257,1687677.556
P 124106,3.209226041,2.6,1315487.502,1707564.594
P 124107,0,4,1338695.156,1703044.798
P 124108,1.455512662,1.8,1347814.269,1698837.188
P 124109,6.778295842,3.2,1345949.262,1694964.057
P 124110,5.746818436,3.4,1368154.589,1702271.716
P 124111,0,5,1435532.419,1699123.699
P 124113,1.535684165,2.4,1421224.403,1663500.166
P 124114,2.72947216,2,1400059.472,1687827.938
P 124115,13.44481767,2,1507641.512,1681600.923
P 124116,10.11526323,3.5,1472347.122,1691034.954
P 124117,18.61683466,5.5,1473436.998,1685547.016
P 124118,9.637872019,3.5,1479156.4,1676669.495
P 124119,3.787689994,1.5,1474692.284,1661320.326
P 124120,22.85748801,7.5,1488203.522,1671117.188
P 124121,28.71932435,6.5,1492020.96,1669017.717
P 124122,17.67850308,5.5,1503679.642,1660289.956
P 124129,11.69976288,3.5,1493521.108,1588426.241
P 124130,4.384347123,1.7,1494260.547,1594807.368
P 124131,14.37448111,1.5,1488162.874,1598801.064
P 124132,1.203690121,0.5,1460049.538,1639017.749
P 124133,82.3534563,4,1476507.934,1595793.611
P 124134,13.3841635,4,1490492.847,1603067.566
P 124135,23.99609754,6.2,1494630.909,1634103.668
P 124136,24.99960356,2,1490340.865,1626920.713
P 124137,19.72983867,4.8,1491267.732,1618848.444
P 126001,18.61087859,2.2,1518020.505,1679679.295
P 126011,3.342401036,1.3,1540364.398,1645028.914
P 126012,14.68253984,3.5,1529875.028,1644671.977
P 126013,7.455283704,4.2,1551807.36,1641428.314
P 126015,8.289453728,3.4,1542723.268,1629109.236
P 126019,12.77047565,3.6,1528440.026,1620587.228
P 126026,21.61076817,8.5,1552909.676,1609355.218
P 126028,8.073539585,2.1,1565762.362,1603914.943
P 126029,0.3865424808,1.4,1508613.976,1606943.654
P 126040,24.56966473,6,1528349.44,1584108.253
P 126043,23.0299423,2.1,1567535.675,1581630.608
P 126123,8.365938756,2.5,1513481.949,1657834.913
P 126124,8.542973751,5.7,1532938.94,1660348.288
P 126125,16.24853723,3.5,1532342.742,1657727.939
P 126126,6.826754533,5.5,1533194.712,1637837.986
P 126127,26.08097419,2,1549797.609,1648729.033
P 126128,9.777951029,1.5,1543188.388,1647067.607
P 126138,2.602160362,1.5,1507969.557,1610301.01
P 126139,5.932179767,1,1512755.265,1598937.065
P 126140,22.70575647,12.3,1520386.429,1589543.55
P 126141,34.94232264,12,1527212.947,1600301.745
P 126142,6.026762412,1.5,1529702.035,1590285.56
P 126143,7.671371367,1.3,1569440.7,1589054.501
P 126144,14.49978751,3.7,1560352.955,1586817.124
P 126145,8.780040581,1,1547379.615,1604290.525
P 126146,29.18845106,2.5,1546570.816,1602955.924
P 126147,3.047369007,2,1555829.74,1601041.682
P 126148,2.483735362,1.5,1561456.322,1620953.789
P 126149,9.775092213,4.5,1552455.339,1612699.612
P 126150,14.62121425,5.5,1565184.149,1609302.629
P 126151,10.21768565,1.7,1587349.776,1583441.232
P 126152,0,3,1593791.797,1583852.251
P 126153,0,1,1593288.182,1582982.83
P 126154,7.630635444,2,1576758.408,1592005.958
P 126155,10.33573214,2.5,1576849.378,1592550.081
P 126156,3.811234694,2,1546249.231,1636565.792
P 128006,53.34957607,4.9,1814992.372,1671470.912
P 128015,113.8352007,12,1814834.14,1661549.377
P 128027,100.7833046,5,1822305.026,1653887.098
P 128046,85.97619151,11.1,1876420.987,1631173.568
P 128049,55.08769469,5.4,1858095.565,1629422.081
P 128054,89.42838007,5.8,1809780.885,1625398.421
P 128058,34.75439862,6.9,1896732.988,1613316.228
P 128065,24.0331125,3.9,1865429.559,1606760.641
P 128067,57.35745458,10,1835045.168,1606780.1
P 128070,9.752862383,2.4,1834572.881,1599637.519
P 128077,16.56771841,1.7,1816242.405,1591377.964
P 128079,22.75641089,2.8,1799171.92,1591314.33
P 128084,23.26656656,10,1779995.72,1582354.973
P 128095,88.57135529,6,1872058.917,1565692.887
P 128101,21.77520726,1.3,1829761.486,1577532.893
P 128102,8.11478532,2,1786687.768,1643010.986
P 128103,29.84659511,3,1757180.831,1662484.555
P 128201,19.13531203,3.2,1783993.179,1670744.972
P 128202,49.94674892,8.3,1788050.628,1670064.933
P 128203,20.1841522,4.4,1781712.546,1662984.185
P 128204,2.123963953,0.9,1783613.05,1646532.96
P 128205,4.394260926,1.1,1770255.686,1644316.947
P 128206,35.65259269,7.6,1803768.259,1637279.152
P 128207,50.52697995,7.6,1759117.378,1673727.105
P 128208,46.47483527,13,1736839.318,1673491.782
P 128209,9.378977088,0.7,1730619.494,1670155.521
P 128210,8.782677367,1.7,1740608.029,1650029.811
P 128211,13.50296843,2.8,1800871.64,1625346.136
P 128212,13.85482231,5.2,1878830.994,1648495.2
P 128213,4.5200683,1.2,1879744.919,1650556.742
P 128214,68.27943468,7.9,1830721.098,1643350.124
P 128215,11.35893199,5,1825647.291,1616629.743
P 128216,72.8177826,9.9,1828505.095,1596612.656
P 128217,22.98844194,11.7,1866534.574,1622791.649
P 128218,24.69017981,3.8,1847793.108,1612128.97
P 128220,4.767634128,1.2,1789652.41,1587600.196
P 128221,8.952742568,2.2,1772048.901,1574255.122
P 128222,54.42948019,4.7,1863476.765,1599377.165
P 128223,13.02099656,2.8,1859544,1605808.166
P 130007,3.27764155,2.5,1502782.203,1572550.307
P 130068,1.683439268,1.4,1489739.586,1477353.154
P 130101,2.696731813,1,1494730.32,1578085.678
P 130102,5.604008946,2.5,1495726.352,1571849.838
P 130103,11.11140454,1,1494329.247,1534707.532
P 130104,13.08431203,2,1499838.249,1533049.28
P 130105,3.656432808,1.4,1488225.651,1496609.698
P 130106,4.360061568,1.6,1494363.31,1504491.39
P 130107,6.171405504,1.6,1491276.572,1482521.205
P 130108,6.306500256,1.6,1494980.322,1490073.432
P 131001,7.070558806,3.5,1553737.584,1576940.685
P 131002,19.19647958,2,1548125.144,1562684.316
P 131003,1.586003376,1,1565600.711,1580105.936
P 131004,3.69531516,1,1570004.585,1556589.089
P 131005,11.97440349,2,1576323.339,1548625.38
P 131006,11.08408161,2,1556453.508,1529324.331
P 131007,5.911480865,2.3,1590348.635,1525772.995
P 131008,9.096462216,1.5,1582353.302,1532349.375
P 131009,20.59220763,2,1570247.217,1536041.826
P 131010,10.26794774,2,1542251.334,1491052.604
P 131011,2.04710412,1.5,1525304.327,1487834.368
P 131012,5.299880804,1,1537003.079,1477160.851
P 131013,3.94265658,1.5,1518922.697,1476595.36
P 131014,4.144704643,2,1510244.126,1578942.47
P 131015,0,2.5,1504596.374,1572721.289
P 131016,5.238930293,2,1502313.325,1555131.983
P 131017,0.6404220351,0.6,1515566.081,1552996.53
P 131018,0,1.5,1511393.085,1539921.192
P 131019,9.723126029,1.5,1524418.898,1533416.018
P 131020,2.652205493,2,1506522.399,1519213.762
P 131021,33.29644747,12.5,1518380.037,1503247.11
P 131022,2.51351324,2,1502542.53,1482494.863
P 131070,2.458321416,1.8,1522794.085,1490717.602
P 131071,13.64488942,2.3,1567136.53,1567154.273
P 131072,5.273347216,0.8,1570260.237,1538318.362
P 131073,5.45358616,3,1506723.322,1546822.99
P 132017,18.23470641,2.2,1778246.898,1554279.696
P 132022,46.6710122,8.3,1860806.753,1544356.359
P 132024,26.83967018,11.5,1809418.059,1542517.967
P 132027,86.00162873,5,1882504.04,1535579.291
P 132028,7.561975387,4.8,1868330.225,1535190.285
P 132032,47.73194266,7.5,1825800.955,1530391.778
P 132035,25.06379441,11,1866238.997,1523671.991
P 132054,25.90390696,2.9,1882228.268,1491882.268
P 132055,42.0769753,2.7,1852583.118,1489833.347
P 132057,4.165506933,0.8,1867206.428,1486852.006
P 132058,22.57937226,3.3,1888154.353,1482382.983
P 132063,46.1505489,7.5,1882625.405,1466774.871
P 132101,18.71210182,4.5,1800749.69,1564611.79
P 132102,16.59467712,1.5,1796224.957,1558415.239
P 132103,16.54613665,3.3,1773462.436,1550535.517
P 132104,10.67678402,1.5,1776749.892,1529905.9
P 132105,34.38002783,12.5,1830766.824,1555427.059
P 132106,18.97621675,2.1,1855340.743,1527777.091
P 132107,14.25669437,0.9,1809310.705,1514988.284
P 132108,72.11454416,10.4,1836281.98,1524105.068
P 132109,92.38289283,2.1,1898929.931,1494195.317
P 132111,11.55694887,5.1,1888577.996,1513515.319
P 132112,0,0.5,1829509.076,1508188.749
P 132113,14.96824225,2.8,1853676.713,1555301.17
P 132114,1.282882282,1.1,1791047.442,1535702.903
P 134001,0,0.9,1895061.543,1422733.567
P 134002,7.269220387,2.9,1891351.506,1433398.081
P 134003,26.0868343,0.8,1894698.887,1424792.747
P 134101,0,1.7,1701124.174,1354655.377
P 134102,17.87046123,2.7,1691777.982,1356363.484
P 136001,166.5751592,12.5,1952304.446,1781060.748
P 136004,27.62163544,3.2,2033313.631,1776514.767
P 136008,58.48358921,10,2083908.236,1771760.514
P 136009,7.714288286,2.3,1968366.779,1774710.888
P 136018,110.545606,10.1,2074761.914,1766979.348
P 136021,17.27246879,3.3,1950649.458,1769544.927
P 136027,4.924644892,2.5,1991797.743,1763346.149
P 136031,56.00338182,3.6,1974562.269,1760612.825
P 136036,7.245447659,6.5,2030210.288,1747602.645
P 136037,49.74366915,3.7,1942551.919,1749962.818
P 136038,15.08173589,4,2089880.345,1743901.475
P 136041,25.58982418,4.7,1985870.563,1744053.583
P 136045,9.283121634,2.4,2053513.914,1734808.397
P 136053,51.87116001,10,2095621.097,1722381.512
P 136055,12.45634937,10,2035027.87,1719168.375
P 136057,2.472770999,0.6,1980831.624,1719450.57
P 136063,67.53225135,1.8,2082497.823,1707885.816
P 136068,34.2857347,5,1987676.064,1701951.239
P 136079,24.34193424,3.6,1953499.197,1691841.918
P 136080,32.4427928,10.2,2078369.379,1687191.895
P 136082,20.49836768,6,1977059.771,1688561.621
P 136085,18.09546507,5.8,2036808.057,1684398.146
P 136089,17.80010681,6,1994642.002,1683442.323
P 136097,4.120746559,0.5,1935805.996,1675389.763
P 136101,28.85463913,2.4,2003598.724,1752559.683
P 136102,63.17239583,11.8,1998277.22,1772472.563
P 136103,31.11702533,5.5,1966824.561,1746840.248
P 136104,93.87138433,13,1949192.408,1751851.946
P 136105,7.440907534,1.4,1916506.795,1727638.686
P 136106,26.8101983,4.4,1931854.104,1743148.626
P 136107,213.6455247,7.2,1968376.17,1779223.909
P 136108,132.0741261,4.3,1939553.554,1776782.585
P 136109,34.67741256,3.4,1961716.853,1735962.495
P 136110,35.78077864,1.5,1959427.735,1716473.62
P 136111,117.2396895,4.8,1949356.568,1705680.177
P 136112,20.51041657,2.8,1995843.301,1699624.791
P 136113,42.81477054,4.2,1991295.365,1686660.27
P 136114,82.18370305,7.2,1970431.154,1699193.798
P 136115,60.47423523,5.4,1972293.163,1677893.08
P 136116,16.21097591,1.8,2037920.646,1671182.357
P 136117,49.2929816,3.8,2070532.497,1681908.407
P 136118,35.41563582,5.3,2080114.539,1685440.836
P 136119,43.90780573,2.7,2090491.552,1672419.791
P 136120,19.61184527,2.5,2102982.26,1702924.364
P 136121,39.87043042,3.6,2081174.977,1723238.652
P 136122,21.33994805,2,2103808.213,1743438.994
P 136123,32.00465256,1.8,2033683.828,1730069.016
P 136124,45.89923418,4.3,2031843.942,1711678.318
P 136125,8.680359299,0.7,2025260.452,1718805.643
P 136126,24.59686738,5.9,2046835.481,1763729.106
P 136127,18.73734877,1.2,2067925.176,1770468.844
P 136128,8.40104129,0.8,2101445.499,1769234.445
P 136129,50.35693323,11.5,2089046.851,1750353.546
P 136130,2.040242666,3,1911118.294,1767780.894
P 136131,126.9680002,12.5,1946863.864,1767731.622
P 136132,35.40574563,12.5,1991546.164,1699870.677
P 136133,11.96054779,3,1957930.81,1716039.492
P 136134,19.53215409,7.3,1994420.099,1698938.818
P 136135,17.30563685,1.4,2035082.224,1675111.084
P 136136,25.68301467,1.1,2087939.826,1683876.903
P 136137,42.41564912,2,2077054.758,1712709.155
P 136138,25.11792374,6.1,2106121.05,1737348.749
P 136139,31.95633365,1.5,2093326.188,1762033.286
P 136140,59.09242625,4.8,2094282.209,1775305.702
P 138003,18.90330014,3.5,2237803.24,1771133.973
P 138010,7.16018571,1.2,2262926.024,1764155.571
P 138015,52.12444084,3.4,2194480.221,1758103.313
P 138026,21.82788841,3.5,2225883.213,1747229.454
P 138027,75.1625405,12.5,2166625.042,1746576.603
P 138028,33.73216327,2.5,2210140.906,1745486.78
P 138033,23.80244173,1.8,2151919.212,1738028.466
P 138036,10.07930103,1.5,2227234.465,1735449.778
P 138040,21.7044226,12.5,2182027.069,1731945.098
P 138047,25.1852494,2.9,2121399.492,1722315.395
P 138052,11.62758794,0.8,2221238.85,1718370.42
P 138053,73.51812734,4,2233445.12,1716918.839
P 138055,84.72280117,12.7,2169099.702,1717579.937
P 138057,47.27190849,12.5,2278778.669,1713193.348
P 138062,76.35329883,12.5,2263070.441,1708516.411
P 138063,2.909930888,2.5,2207805.811,1709755.441
P 138074,33.50115213,3.5,2208010.471,1689149.257
P 138080,11.59589805,1.5,2230133.772,1683416.628
P 138084,76.65813442,12.5,2206793.954,1676820.902
P 138086,29.4303929,1,2238451.796,1675087.508
P 138089,143.5203442,12.5,2206996.91,1673037.702
P 138091,18.86337412,1.7,2252346.711,1670439.837
P 138096,50.12130822,2.2,2179660.062,1667163.24
P 138097,6.80350421,2.3,2206111.606,1664994.301
P 138101,66.93791266,12.5,2181055.162,1770982.848
P 138102,6.369140256,1.6,2195385.936,1673856.713
P 138201,60.54374944,5.4,2217036.072,1728796.136
P 138202,8.929710063,1.2,2236206.998,1745148.244
P 138203,12.28157641,1.4,2240592.295,1764734.423
P 138204,50.97772027,4.4,2209333.352,1749377.44
P 138205,56.46803976,13,2188536.953,1702161.336
P 138206,128.4546527,12.6,2253251.08,1687819.066
P 138207,24.49667239,1.8,2282692.09,1695828.292
P 138208,43.50002357,5.2,2267256.377,1691444.836
P 138209,19.35845493,1.2,2240606.148,1692454.179
P 138210,55.94981878,2.6,2205145.041,1685796.857
P 138211,15.35937491,1.4,2236516.788,1675856.527
P 138212,16.33982372,5.3,2163371.021,1676251.871
P 138213,95.73120957,6.8,2158360.542,1703119.114
P 138214,15.96398558,3.1,2136646.485,1739864.878
P 138215,61.80409899,3.7,2114302.63,1743987.327
P 138216,29.00880247,2.6,2109615.456,1696351.642
P 138217,52.16017091,2.2,2120933.494,1703118.746
P 138218,24.65323544,1.2,2130352.123,1705116.538
P 138219,73.59649002,8.5,2145627.517,1683329.754
P 138220,68.78734472,5.3,2122048.453,1674815.401
P 140002,130.4657667,6.7,2412970.444,1769818.012
P 140005,0,1.4,2351929.621,1766402.281
P 140007,85.24988149,1.8,2469392.56,1765487.407
P 140010,11.22591779,10,2320137.223,1762364.289
P 140011,68.02507658,5.2,2441058.635,1761178.113
P 140015,45.95649404,2.7,2492576.212,1757004.342
P 140017,21.9005133,2,2322458.084,1756181.392
P 140019,32.99787909,5.4,2385498.626,1754019.314
P 140021,6.220081542,1.3,2348244.466,1752224.056
P 140022,48.32176862,7.6,2363563.897,1750095.103
P 140024,143.4678015,11,2452953.244,1748387.008
P 140026,56.50185333,2.5,2317593.96,1745891.769
P 140030,67.25046763,12.5,2372694.544,1738592.034
P 140033,23.89675018,2.5,2410237.138,1735274.907
P 140036,64.98023645,3.3,2478342.616,1730147.017
P 140037,106.2352807,1.9,2439676.163,1729526.946
P 140047,51.19359188,3,2463396.648,1719220.488
P 140050,8.426577406,0.8,2307114.223,1715607.039
P 140054,81.73903291,9.1,2489149.644,1710696.64
P 140058,15.56989826,1.1,2403417.387,1707086.212
P 140059,41.32585184,3,2369955.588,1706224.057
P 140061,93.35199784,12.5,2480618.884,1699945.202
P 140066,9.868705803,6.3,2420373.837,1695408.997
P 140069,17.5045769,5.3,2390698.797,1692613.598
P 140070,19.06178584,1.5,2407938.537,1691481.079
P 140072,24.98143444,2.6,2475835.513,1686401.901
P 140074,1.066344302,1.7,2321352.582,1686714.45
P 140076,547.9485597,12.5,2443855.759,1682538.445
P 140079,48.83790663,4.6,2482677.073,1680977.838
P 140081,65.20180788,5,2305769.326,1680380.68
P 140083,12.02001123,1.8,2320329.508,1676916.399
P 140086,44.70982284,5,2379597.008,1669555.141
P 140100,9.363298351,2.3,2362080.927,1661914.852
P 140101,0.6776934019,0.1,2381360.957,1767670.846
P 140102,34.73359579,7,2392384.147,1760987.198
P 140103,70.25118542,4.5,2424173.532,1759048.503
P 140104,39.29560988,3,2461781.729,1736567.592
P 140105,54.34666722,3.2,2471793.258,1741444.322
P 140106,26.97875762,1.1,2440449.334,1693321.554
P 140107,56.11710154,2,2430353.724,1688437.252
P 140108,16.75535056,1.5,2415610.719,1674323.48
P 140109,24.76329082,4,2426654.546,1666339.598
P 140110,49.86841773,2,2491497.348,1698909.683
P 140111,38.35920254,3.5,2465387.544,1696955.075
P 140112,19.87112897,2.7,2490752.279,1663197.956
P 140113,7.73753532,2,2397594.355,1706635.153
P 140114,9.878828417,0.5,2336810.55,1695455.44
P 140115,8.238848858,2,2362898.268,1676995.546
P 140116,7.320281267,1.1,2366572.877,1682573.881
P 140117,24.81708432,3,2366693.499,1682352.839
P 140118,70.75821562,10,2315292.338,1692507.035
P 140119,78.74491556,9,2322389.673,1704908.698
P 140120,27.75011213,0.5,2324351.605,1706403.914
P 140121,19.31904502,4,2348378.021,1708953.354
P 140122,19.15227565,1.5,2354519.365,1691512.075
P 140123,29.32186348,3,2346297.819,1757297.865
P 140124,11.24655299,1.2,2354646.001,1761140.669
P 140125,13.65329875,2,2362227.404,1739638.793
P 140126,11.84334523,2.3,2376945.302,1729069.136
P 140127,24.97552196,1.3,2328285.849,1768301.423
P 140128,18.30183541,2.3,2332179.834,1760341.274
P 140129,107.9458335,1.8,2495841.818,1678787.336
P 140130,62.5372266,0.9,2447252.077,1670603.262
P 140131,9.719801767,1.5,2434305.561,1720357.034
P 140132,142.85256,5,2463966.472,1766296.634
P 142001,42.90874274,11.1,1948443.399,1669484.772
P 142009,20.95001924,5.2,1947517.669,1663706.651
P 142014,21.24246892,1.9,2086011.963,1655976.058
P 142017,48.30737292,9.9,1946650.972,1658647.914
P 142018,37.52628704,4.5,2035136.785,1655139.683
P 142027,60.66386893,4.7,1996290.991,1652087.466
P 142034,46.50773166,3.3,1939105.653,1649570.176
P 142047,68.98644481,8.1,2077895.082,1624343.421
P 142054,7.85811214,2.4,1974089.339,1610524.786
P 142055,41.39935349,5,2097989.683,1605439.038
P 142058,10.70923014,5.5,2063264.837,1603069.931
P 142061,17.4288418,6.5,2006524.344,1603168.852
P 142066,7.736083777,7,2055228.912,1597182.364
P 142068,16.49693402,5.5,2088473.707,1594035.494
P 142069,140.4384219,11.5,1985399.226,1596547.799
P 142070,10.11830024,3.7,2064716.728,1593056.851
P 142075,11.60248373,8.5,2041851.13,1586289.821
P 142079,112.0405598,12,1997854.844,1581667.988
P 142080,6.049530675,2.5,2067083.897,1577672.549
P 142082,58.7498498,6.5,2093283.369,1575558.266
P 142083,3.799143545,2.2,2034317.158,1576498.043
P 142086,82.57153864,6.5,2083181.536,1571403.525
P 142088,3.329208509,3.5,2022847.24,1570168.183
P 142094,17.69211141,4.7,1991392.876,1567162.502
P 142095,8.9993054,7,2053362.943,1561422.333
P 142096,29.36010079,2.1,2070946.267,1560334.587
P 142098,9.295394469,3.5,2093344.451,1558433.486
P 142101,180.2125126,3,1994487.064,1659286.98
P 142102,25.54961531,2.5,1996830.327,1636133.17
P 142103,13.01245606,7.6,1989333.472,1647536.357
P 142104,5.609354688,4.2,1967068.508,1657313.699
P 142105,51.21021826,8.1,1963279.49,1664789.805
P 142106,72.92644043,5.2,1996472.963,1652435.687
P 142107,14.90769936,2.3,2024269.658,1653348.581
P 142108,26.95691177,4,2068179.21,1659613.959
P 142109,25.50640076,10,2070286.695,1647494.565
P 142110,13.0114028,0.8,2088619.73,1636247.209
P 142111,27.26404453,3.5,2074928.34,1621408.177
P 142112,47.86588652,10,2097710.324,1661567.572
P 142113,87.3786998,9.6,2001069.852,1564291.869
P 142114,15.00923663,1.2,2021536.266,1580084.113
P 142115,45.22879864,3.2,2018261.433,1589575.837
P 142116,153.8890206,12.5,2020937.421,1566371.081
P 142117,25.83831386,1.4,2048840.575,1566320.117
P 142118,20.88445176,1,2055056.905,1597853.149
P 142119,19.7522163,5,2049027.408,1620212.46
P 142120,43.35597116,2.5,2038607.742,1615272.144
P 142121,89.79225067,4.5,1990990.075,1586015.768
P 142122,3.732424808,3.5,1971553.939,1602484.704
P 142123,35.44879199,5.4,1955207.561,1597579.788
P 142124,31.69380294,14,1919877.01,1616273.417
P 142125,13.23036804,2,1905388.558,1610399.733
P 142126,28.49482637,6,1962420.523,1655924.348
P 142127,194.1441136,6.8,1986078.34,1646610.868
P 142128,1.821846936,0.7,2023777.455,1651799.679
P 142129,18.43750837,1.5,2088967.559,1633998.117
P 142130,100.3335577,9.2,2057473.89,1591186.376
P 142131,105.4598981,3.9,2062765.491,1588049.439
P 142132,57.65156015,9,2022629.112,1565608.961
P 142133,90.53040064,12.5,2002788.862,1563557.388
P 144089,18.54617297,1.3,2211168.852,1577973.929
P 144101,52.94540337,3.5,2277125.026,1558146.828
P 144102,8.034361206,1.5,2297738.297,1602611.204
P 144103,27.51072457,6.1,2268214.042,1593927.23
P 144104,9.89300955,1,2247445.06,1616840.006
P 144105,26.1427827,2.4,2255193.049,1623357.656
P 144106,49.23875134,3.4,2293655.681,1659602.964
P 144107,44.60196199,2.4,2287304.171,1644701.373
P 144108,14.58684189,1.8,2283817.795,1607045.562
P 144109,14.44970691,1.5,2276247.021,1623715.843
P 144110,27.58941207,0.9,2242735.723,1658104.181
P 144111,58.017017,2.9,2182799.829,1634078.793
P 144112,81.11761528,5.2,2209960.133,1661526.879
P 144113,96.5319829,12.5,2153302.812,1646267.718
P 144114,88.83904537,8.3,2157919.661,1658607.584
P 144115,16.95013039,0.8,2116889.499,1641867.01
P 144116,12.55093357,2.9,2114378.956,1657884.022
P 144117,43.76286858,2.7,2183918.294,1658310.806
P 144118,8.996042172,0.8,2153568.938,1613144.369
P 144119,12.29960595,0.9,2139754.049,1595798.656
P 144120,54.91852344,4.5,2114016.672,1638478.478
P 144121,90.05366574,12.5,2112742.494,1629098.421
P 144122,40.0307538,1,2197336.403,1570338.481
P 144123,56.37189023,1.9,2206426.685,1590008.165
P 144124,73.77797802,4.9,2131311.646,1581116.546
P 144125,14.9521467,2.1,2126138.194,1578860.953
P 144126,49.17612379,8.4,2147270.372,1560210.431
P 144127,137.8987003,6.8,2152663.661,1573685.031
P 144128,62.92489046,1.4,2205293.649,1557853.433
P 144129,18.17899955,1.2,2227685.704,1562097.407
P 144130,24.14959675,4,2263300.543,1628799.927
P 144131,151.8796911,8.7,2198788.899,1660901.39
P 144132,33.42393753,3.5,2117409.072,1642772.474
P 144133,52.11439842,8,2152641.979,1645148.92
P 144134,9.202386617,2.3,2189509.742,1583041.557
P 144135,10.52949728,1.3,2240134.064,1581661.7
P 144136,79.51402595,12.5,2176855.731,1561195.535
P 144137,42.38352541,7.7,2130742.41,1560167.445
P 144138,61.92516101,8,2147700.039,1564153.171
P 146001,2.645169072,0.4,2355661.913,1658805.331
P 146006,0,1.3,2478803.803,1655064.438
P 146009,35.7829416,10,2309800.088,1652538.307
P 146011,1.384640532,1.1,2391186.759,1651404.964
P 146013,15.88201486,1.2,2485468.225,1646917.706
P 146015,32.99240874,6.9,2403340.106,1643743.601
P 146018,22.16519664,8.7,2319878.691,1639026.597
P 146019,48.95046972,2.2,2319828.623,1639027.539
P 146021,15.68750534,4,2360608.778,1636464.386
P 146025,15.58073853,5.4,2331843.866,1631287.852
P 146029,24.2325004,1.6,2307025.117,1628322.794
P 146031,27.02321262,4.1,2451477.636,1624110.615
P 146034,62.57715717,8.5,2337674.512,1622409.169
P 146035,68.60326289,10,2383247.339,1621821.344
P 146037,113.3481315,10,2322318.706,1620306.188
P 146039,43.19182803,3.2,2456310.453,1616229.194
P 146041,90.63440565,6.6,2403449.132,1615140.897
P 146045,47.11983368,4.2,2421586.358,1609097.339
P 146049,16.36536082,6.3,2431464.951,1606917.484
P 146050,72.70793364,10,2318618.59,1606681.807
P 146056,0,12.5,2389048.013,1599032.353
P 146063,33.96888475,1.8,2462813.14,1594726.31
P 146064,1.551856944,1.2,2408997.16,1594845.677
P 146065,21.63104709,4.8,2414128.474,1594507.384
